"margin" "qseqid" "sseqid" "staxid" "pident" "score" "qcovs" "kingdom" "phylum" "class" "order" "family" "genus" "species" "species_score" "genus_score" "family_score" "order_score" "class_score" "phylum_score" "kingdom_score" "alternatives" "pident.max.best" "possible.misid" "ssciname" "score.id" "seqNoID"
"seq1458" "upper" "seq1458" "MSSCA1982N16" "  83137" " 95.522" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 95.522" " 95.522" "1" "Sarcoptiformes" NA "seq1458"
"seq14590" "upper" "seq14590" "LR827681" " 997595" " 97.235" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Hydroptilidae" "Agraylea" "Agraylea multipunctata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Agraylea multipunctata, 97.235" " 97.235" "1" "Agraylea multipunctata" "Agraylea" "seq14590"
"seq14609" "upper" "seq14609" "CHAOF054N18" " 204564" " 99.078" "3.555549e-03" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chaoboridae" "Chaoborus" "Chaoborus flavicans" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaoborus flavicans, 100.000, Chaoborus flavicans,  99.078" "100.000" "1" "Chaoborus flavicans" "Chaoborus flavicans" "seq14609"
"seq14623" "upper" "seq14623" "GBSP4107N12" " 525906" " 99.091" "1.499753e-02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta pectinata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Synchaeta pectinata, 100.000, Synchaeta pectinata,  99.545, Synchaeta pectinata,  99.091, Synchaeta pectinata,  98.182" "100.000" "1" "Synchaeta pectinata" "Synchaeta pectinata" "seq14623"
"seq1463" "upper" "seq1463" "GBSP10004N13" "1156569" " 98.182" "4.608049e-02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Polyarthra" "Polyarthra dolichoptera" " 99.90784" "100.00000" "100" "100" "100" "100" "100" "Polyarthra dolichoptera, 99.091, Polyarthra, 98.182, Polyarthra dolichoptera, 98.182, Polyarthra, 97.273" " 99.091" "0" "Polyarthra dolichoptera" "Polyarthra" "seq1463"
"seq14638" "upper" "seq14638" "KX017524" "  70222" "100.000" "5.000000e+01" "100" "Metazoa" "Nematoda" "Chromadorea" "Plectida" "Plectidae" "Plectus" "Plectus aquatilis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Plectus aquatilis, 100" "100.000" "1" "Plectus aquatilis" "Plectus aquatilis" "seq14638"
"seq14640" "upper" "seq14640" "GBAN5277N14" " 380447" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Rhyacodrilus" "Rhyacodrilus coccineus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rhyacodrilus coccineus, 100" "100.000" "1" "Rhyacodrilus coccineus" "Rhyacodrilus coccineus" "seq14640"
"seq1465" "upper" "seq1465" "GAHAP3202N15" " 212330" "100.000" "4.996535e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Nais" "Nais bretscheri" " 99.97690" " 99.97690" "100" "100" "100" "100" "100" "Nais bretscheri, 100.000, Nais bretscheri,  99.078, Naididae,  99.078" "100.000" "0" "Nais bretscheri" "Naididae" "seq1465"
"seq14653" "upper" "seq14653" "NOENC005N13" "1964463" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Enchytraeida" NA NA "Enchytraeida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Enchytraeida, 100" "100.000" "1" "Enchytraeida" "Enchytraeida" "seq14653"
"seq14665" "upper" "seq14665" "GBMIN795N12" "  74727" "100.000" "9.789282e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diastrophus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diastrophus, 100.000, Chaetogaster diastrophus,  99.180, Cyclopoida,  98.361" "100.000" "1" "Chaetogaster diastrophus" "Chaetogaster diastrophus" "seq14665"
"seq14670" "upper" "seq14670" "ENCSP215N11" "1964463" " 99.074" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Enchytraeida" NA NA "Enchytraeida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Enchytraeida, 99.074" " 99.074" "1" "Enchytraeida" "Enchytraeida" "seq14670"
"seq14692" "upper" "seq14692" "KX017524" "  70222" "100.000" "5.000000e+01" "100" "Metazoa" "Nematoda" "Chromadorea" "Plectida" "Plectidae" "Plectus" "Plectus aquatilis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Plectus aquatilis, 100" "100.000" "1" "Plectus aquatilis" "Plectus aquatilis" "seq14692"
"seq1471" "upper" "seq1471" "CHOSF134N11" "1790222" "100.000" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Thienemanniella" "Thienemanniella obscura" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Thienemanniella obscura, 100" "100.000" "1" "Thienemanniella obscura" "Thienemanniella obscura" "seq1471"
"seq14760" "upper" "seq14760" "NZCYC068N14" " 298464" " 96.774" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Harpacticoida" "Canthocamptidae" NA "Canthocamptidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Canthocamptidae, 96.774" " 96.774" "1" "Canthocamptidae" NA "seq14760"
"seq14761" "upper" "seq14761" "CHMNO384N15" " 403569" " 97.696" "2.140350e-05" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Tanytarsus" "Tanytarsus brundini" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Tanytarsus brundini, 99.539, Tanytarsus brundini, 97.696" " 99.539" "1" "Tanytarsus brundini" "Tanytarsus brundini" "seq14761"
"seq14765" "upper" "seq14765" "BACZP840N16" " 204738" " 97.727" "5.333377e-06" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Brachionidae" "Keratella" "Keratella cochlearis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Keratella cochlearis, 99.545, Keratella cochlearis, 98.636, Keratella cochlearis, 98.182, Keratella cochlearis, 97.727" " 99.545" "1" "Keratella cochlearis" "Keratella cochlearis" "seq14765"
"seq14795" "upper" "seq14795" "FBOST021N12" "  84318" " 95.041" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" NA NA "Podocopida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Podocopida, 95.041" " 95.041" "1" "Podocopida" NA "seq14795"
"seq14809" "upper" "seq14809" "GMGMC285N14" " 302184" " 98.157" "2.350561e-04" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Cricotopus" "Cricotopus bicinctus" " 99.98906" " 99.99999" "100" "100" "100" "100" "100" "Cricotopus bicinctus, 99.539, Cricotopus bicinctus, 99.078, Cricotopus, 98.618, Cricotopus bicinctus, 98.618, Cricotopus bicinctus, 98.157, Chironomidae, 97.696, Cricotopus bicinctus, 97.696" " 99.539" "1" "Cricotopus bicinctus" "Chironomidae" "seq14809"
"seq14838" "upper" "seq14838" "GBAN5811N14" "  74735" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Rhyacodrilus" "Rhyacodrilus falciformis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rhyacodrilus falciformis, 100" "100.000" "1" "Rhyacodrilus falciformis" "Rhyacodrilus falciformis" "seq14838"
"seq14856" "upper" "seq14856" "PLWAZ063N20" "   7041" " 90.588" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Coleoptera" NA NA "Coleoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Coleoptera, 90.588" " 90.588" "1" "Coleoptera" NA "seq14856"
"seq1486" "upper" "seq1486" "GBCM13299N19" "  52641" " 99.174" "8.843918e-02" "100" "Metazoa" "Arthropoda" "Malacostraca" "Amphipoda" "Gammaridae" "Gammarus" "Gammarus pulex" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Gammarus pulex, 100.000, Gammarus pulex,  99.174, Gammarus pulex,  98.347" "100.000" "0" "Gammarus pulex" "Gammarus pulex" "seq1486"
"seq14871" "upper" "seq14871" "LEFIJ3347N16" "2829785" "100.000" "9.788747e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Rheotanytarsus" "Rheotanytarsus curtistylus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rheotanytarsus curtistylus, 100.000, Rheotanytarsus curtistylus,  99.535" "100.000" "1" "Rheotanytarsus curtistylus" "Rheotanytarsus curtistylus" "seq14871"
"seq14891" "upper" "seq14891" "MCHAE1413N19" "   7150" " 98.157" "9.931542e-04" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Chironomus" "Chironomus" " 99.85912" " 99.95181" "100" "100" "100" "100" "100" "Chironomus, 99.539, Chironomus anthracinus, 98.618, Psectrocladius oxyura, 98.618, Chironomidae, 98.157, Chironomus, 98.157, Chironomus anthracinus, 97.696" " 99.539" "1" "Chironomus" "Chironomidae" "seq14891"
"seq1502" "upper" "seq1502" "GBMNA12781N19" "1611831" " 95.082" "5.000000e+01" "100" "Metazoa" "Platyhelminthes" "Catenulida" NA "Stenostomidae" "Stenostomum" "Stenostomum sthenum" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Stenostomum sthenum, 95.082" " 95.082" "1" "Stenostomum sthenum" "Stenostomum" "seq1502"
"seq15032" "upper" "seq15032" "FINTI887N12" "2881911" " 92.202" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Eloeophila" "Eloeophila mundata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eloeophila mundata, 92.202, Culicidae, 91.244, Anopheles lindesayi, 91.244, Agromyzidae, 90.367, Zavrelimyia, 90.367, Limoniidae, 90.323, Eloeophila submarmorata, 90.323, Phylidorea nigronotata, 90.323, Rhypholophus haemorrhoidalis, 90.323" " 92.202" "1" "Eloeophila mundata" "Eloeophila" "seq15032"
"seq15043" "upper" "seq15043" "GMACB1916N15" "  83137" " 91.803" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 91.803" " 91.803" "1" "Sarcoptiformes" NA "seq15043"
"seq15054" "upper" "seq15054" "PLUBU365N20" "   7041" " 94.030" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Coleoptera" NA NA "Coleoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Coleoptera, 94.03" " 94.030" "1" "Coleoptera" NA "seq15054"
"seq1510" "upper" "seq1510" "CHOSF134N11" "1790222" "100.000" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Thienemanniella" "Thienemanniella obscura" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Thienemanniella obscura, 100" "100.000" "1" "Thienemanniella obscura" "Thienemanniella obscura" "seq1510"
"seq15111" "upper" "seq15111" "GMNWG3228N14" " 166222" "100.000" "4.144410e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Hemiptera" "Delphacidae" "Javesella" "Javesella" " 91.17701" " 99.46583" "100" "100" "100" "100" "100" "Javesella, 100.000, Javesella dubia, 100.000, Javesella forcipata, 100.000, Nothodelphax,  98.507" "100.000" "1" "Javesella" "Delphacidae" "seq15111"
"seq15117" "upper" "seq15117" "GBAN5818N14" "  74735" " 99.539" "1.008779e+00" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Rhyacodrilus" "Rhyacodrilus falciformis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rhyacodrilus falciformis, 100.000, Rhyacodrilus falciformis,  99.539" "100.000" "1" "Rhyacodrilus falciformis" "Rhyacodrilus falciformis" "seq15117"
"seq1512" "upper" "seq1512" "FINTI714N12" "2882829" " 97.696" "4.997696e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Scleroprocta" "Scleroprocta pentagonalis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Scleroprocta pentagonalis, 97.696, Scleroprocta pentagonalis, 96.774" " 97.696" "0" "Scleroprocta pentagonalis" "Scleroprocta" "seq1512"
"seq15127" "upper" "seq15127" "GBMNB56455N20" " 288906" " 99.539" "3.333333e+01" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" "Candonidae" "Candona" "Candona" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Candona, 99.539" " 99.539" "0" "Candona" "Candona" "seq15127"
"seq15139" "upper" "seq15139" "PLUBU365N20" "   7041" " 94.030" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Coleoptera" NA NA "Coleoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Coleoptera, 94.03" " 94.030" "1" "Coleoptera" NA "seq15139"
"seq15160" "upper" "seq15160" "LEFIJ3530N16" " 611448" " 99.539" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Corynoneura" "Corynoneura lobata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Corynoneura lobata, 99.539" " 99.539" "1" "Corynoneura lobata" "Corynoneura lobata" "seq15160"
"seq1518" "upper" "seq1518" "EINVA477N20" " 192237" " 99.539" "1.000000e+02" "100" "Metazoa" "Mollusca" "Bivalvia" "Venerida" "Sphaeriidae" "Pisidium" "Pisidium amnicum" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Pisidium amnicum, 99.539" " 99.539" "1" "Pisidium amnicum" "Pisidium amnicum" "seq1518"
"seq15234" "upper" "seq15234" "NOENC005N13" "1964463" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Enchytraeida" NA NA "Enchytraeida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Enchytraeida, 100" "100.000" "1" "Enchytraeida" "Enchytraeida" "seq15234"
"seq15237" "upper" "seq15237" "GBMND93568N21" "1903308" " 99.539" "7.131184e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ptychopteridae" "Ptychoptera" "Ptychoptera longicauda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Ptychoptera longicauda, 99.539, Ptychoptera longicauda, 99.078, Ptychoptera longicauda, 98.618, Ptychoptera longicauda, 98.157" " 99.539" "1" "Ptychoptera longicauda" "Ptychoptera longicauda" "seq15237"
"seq1525" "upper" "seq1525" "GBIOC2634N21" "   6658" " 97.696" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" NA NA NA "Branchiopoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Branchiopoda, 97.696" " 97.696" "1" "Branchiopoda" NA "seq1525"
"seq15329" "upper" "seq15329" "MSSCA1982N16" "  83137" " 93.388" "9.995374e+01" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 93.388, Sarcoptiformes, 91.736" " 93.388" "1" "Sarcoptiformes" NA "seq15329"
"seq15365" "upper" "seq15365" "TRDCE246N15" "1874294" " 98.157" "1.660710e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ceratopogonidae" "Palpomyia" "Palpomyia flavipes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Palpomyia flavipes, 98.157, Palpomyia flavipes, 97.696" " 98.157" "0" "Palpomyia flavipes" "Palpomyia flavipes" "seq15365"
"seq15369" "upper" "seq15369" "LT904771" "  74727" " 99.539" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diastrophus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diastrophus, 99.539" " 99.539" "1" "Chaetogaster diastrophus" "Chaetogaster diastrophus" "seq15369"
"seq1537" "upper" "seq1537" "CHBAL149N20" "   7149" " 99.078" "3.333333e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" NA "Chironomidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chironomidae, 99.078" " 99.078" "0" "Chironomidae" "Chironomidae" "seq1537"
"seq15382" "upper" "seq15382" "NEMNO145N10" " 211390" " 90.323" "1.000000e+02" "100" "Metazoa" "Nematoda" "Enoplea" "Mononchida" "Mononchidae" NA "Mononchidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Mononchidae, 90.323" " 90.323" "1" "Mononchidae" NA "seq15382"
"seq15400" "upper" "seq15400" "GBIOA596N21" "   6658" " 94.470" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" NA NA NA "Branchiopoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Branchiopoda, 94.47" " 94.470" "1" "Branchiopoda" NA "seq15400"
"seq1541" "upper" "seq1541" "MZ626223" " 403562" "100.000" "9.090909e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Paratanytarsus" "Paratanytarsus dissimilis" " 90.90909" " 90.90909" "100" "100" "100" "100" "100" "Paratanytarsus dissimilis, 100, Tanytarsus pallidicornis, 100" "100.000" "0" "Paratanytarsus dissimilis" "Chironomidae" "seq1541"
"seq15423" "upper" "seq15423" "HMCAD123N08" " 465434" " 99.539" "3.049202e-01" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Limnephilidae" "Micropterna" "Micropterna sequax" " 85.80143" " 85.80143" "100" "100" "100" "100" "100" "Micropterna sequax, 100.000, Stenophylax sequax, 100.000, Micropterna sequax,  99.539, Micropterna sequax,  98.624" "100.000" "0" "Micropterna sequax" "Limnephilidae" "seq15423"
"seq1546" "upper" "seq1546" "EINVA477N20" " 192237" " 99.539" "1.000000e+02" "100" "Metazoa" "Mollusca" "Bivalvia" "Venerida" "Sphaeriidae" "Pisidium" "Pisidium amnicum" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Pisidium amnicum, 99.539" " 99.539" "1" "Pisidium amnicum" "Pisidium amnicum" "seq1546"
"seq15468" "upper" "seq15468" "GBSP3431N12" " 408863" " 98.636" "1.236624e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Philodinida" "Philodinidae" "Philodina" "Philodina flaviceps" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Philodina flaviceps, 98.636, Philodina flaviceps, 98.182, Philodina flaviceps, 97.727" " 98.636" "0" "Philodina flaviceps" "Philodina flaviceps" "seq15468"
"seq15491" "upper" "seq15491" "GBSP8952N13" " 231624" " 99.545" "8.332693e+00" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 99.545, Rotaria rotatoria, 98.636" " 99.545" "1" "Rotaria rotatoria" "Rotaria rotatoria" "seq15491"
"seq15492" "upper" "seq15492" "GBSP15593N19" "1213203" " 99.091" "1.000000e+02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Lecanidae" "Lecane" "Lecane closterocerca" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Lecane closterocerca, 99.091" " 99.091" "1" "Lecane closterocerca" "Lecane closterocerca" "seq15492"
"seq15499" "upper" "seq15499" "GBSP12152N19" "2259392" " 99.078" "5.000000e+01" "100" "Metazoa" "Gastrotricha" NA "Chaetonotida" "Chaetonotidae" "Chaetonotus" "Chaetonotus borealis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetonotus borealis, 99.078" " 99.078" "1" "Chaetonotus borealis" "Chaetonotus borealis" "seq15499"
"seq155" "upper" "seq155" "EU719123" "  77745" " 98.618" "2.455723e-04" "100" "Metazoa" "Arthropoda" "Branchiopoda" "Diplostraca" "Chydoridae" "Chydorus" "Chydorus sphaericus" " 75.26264" "100.00000" "100" "100" "100" "100" "100" "Chydorus, 100.000, Chydorus sphaericus, 100.000, Chydorus sphaericus,  99.539, Chydorus,  99.078, Chydorus sphaericus,  99.078, Chydorus sphaericus,  98.636, Chydorus,  98.618, Chydorus sphaericus,  98.618, Chydorus sphaericus,  98.182, Chydorus,  98.157, Chydorus sphaericus,  98.157" "100.000" "1" "Chydorus" "Chydorus" "seq155"
"seq15504" "upper" "seq15504" "GASBB431N18" "1822578" " 96.774" "9.790051e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Eloeophila" "Eloeophila maculata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eloeophila maculata, 96.774, Eloeophila maculata, 96.313" " 96.774" "1" "Eloeophila maculata" "Eloeophila" "seq15504"
"seq15521" "upper" "seq15521" "PLCFF1076N21" "  30262" " 94.009" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Thysanoptera" NA NA "Thysanoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Thysanoptera, 94.009, Hymenoptera, 93.548" " 94.009" "1" "Thysanoptera" NA "seq15521"
"seq15554" "upper" "seq15554" "LEFIJ3346N16" "2829785" " 99.539" "2.102391e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Rheotanytarsus" "Rheotanytarsus curtistylus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rheotanytarsus curtistylus, 100.000, Rheotanytarsus curtistylus,  99.539" "100.000" "1" "Rheotanytarsus curtistylus" "Rheotanytarsus curtistylus" "seq15554"
"seq156" "upper" "seq156" "EU719123" "  77745" " 98.618" "2.455723e-04" "100" "Metazoa" "Arthropoda" "Branchiopoda" "Diplostraca" "Chydoridae" "Chydorus" "Chydorus sphaericus" " 75.26264" "100.00000" "100" "100" "100" "100" "100" "Chydorus, 100.000, Chydorus sphaericus, 100.000, Chydorus sphaericus,  99.539, Chydorus,  99.078, Chydorus sphaericus,  99.078, Chydorus sphaericus,  98.636, Chydorus,  98.618, Chydorus sphaericus,  98.618, Chydorus sphaericus,  98.182, Chydorus,  98.157, Chydorus sphaericus,  98.157" "100.000" "1" "Chydorus" "Chydorus" "seq156"
"seq15606" "upper" "seq15606" "KJ624083" " 992226" "100.000" "8.244489e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ceratopogonidae" "Culicoides" "Culicoides furcillatus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Culicoides furcillatus, 100.000, Culicoides furcillatus,  99.539, Culicoides furcillatus,  99.078" "100.000" "0" "Culicoides furcillatus" "Culicoides furcillatus" "seq15606"
"seq15664" "upper" "seq15664" "DTNHM2396N21" "  52641" " 99.539" "4.694321e+00" "100" "Metazoa" "Arthropoda" "Malacostraca" "Amphipoda" "Gammaridae" "Gammarus" "Gammarus pulex" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Gammarus pulex, 99.539, Gammarus pulex, 99.078, Gammarus pulex, 98.618" " 99.539" "0" "Gammarus pulex" "Gammarus pulex" "seq15664"
"seq15695" "upper" "seq15695" "GBMNA8143N19" "   6233" " 90.187" "5.000000e+01" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Panagrolaimidae" "Panagrellus" "Panagrellus redivivus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Panagrellus redivivus, 90.187" " 90.187" "1" "Panagrellus redivivus" "Panagrellus" "seq15695"
"seq15696" "upper" "seq15696" "ZPII1540N11" " 362306" " 91.244" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" "Diplostraca" "Macrotrichidae" "Macrothrix" "Macrothrix" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Macrothrix, 91.244" " 91.244" "1" "Macrothrix" "Macrothrix" "seq15696"
